,Country.of.Origin,Country.of.OriginR,Region.Name,RegionR,Processing.Method,Processing.MethodR,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,altitude_mean_meters
912,Honduras,16,Central America,1,Washed / Wet,0,7.5,7.5,7.33,7.42,7.17,7.25,10.0,10.0,10.0,7.33,81.5,1400.0
914,Taiwan,7,Asia,2,Natural / Dry,1,7.5,7.42,7.33,7.08,7.58,7.25,10.0,10.0,10.0,7.33,81.5,180.0
915,Myanmar,29,Asia,2,Washed / Wet,0,7.25,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,7.42,81.5,1219.2
916,Costa Rica,3,Central America,1,Washed / Wet,0,7.83,7.33,7.08,7.08,7.33,7.5,10.0,10.0,10.0,7.33,81.5,1200.0
917,Malawi,26,Africa,0,Washed / Wet,0,7.67,7.42,6.92,7.5,7.5,7.17,10.0,10.0,10.0,7.33,81.5,1599.0
918,Guatemala,11,Central America,1,Washed / Wet,0,7.5,7.42,7.17,7.58,7.25,7.42,10.0,10.0,10.0,7.17,81.5,1219.2
919,Taiwan,7,Asia,2,Washed / Wet,0,7.42,7.33,7.67,7.33,7.42,7.5,10.0,10.0,9.33,7.5,81.5,900.0
920,Brazil,5,South America,3,Semi-washed / Semi-pulped,3,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,7.75,81.5,1200.0
921,Haiti,21,Central America,1,Washed / Wet,0,7.42,7.33,7.25,7.42,7.42,7.33,10.0,10.0,10.0,7.33,81.5,825.0
922,Taiwan,7,Asia,2,Other,4,7.5,7.42,7.25,7.25,7.33,7.33,10.0,10.0,10.0,7.42,81.5,600.0
923,Mexico,4,Mexico,4,Washed / Wet,0,7.33,7.33,7.17,7.42,7.5,7.5,10.0,10.0,10.0,7.25,81.5,1150.0
924,Mexico,4,Mexico,4,Washed / Wet,0,7.58,7.42,7.25,7.42,7.33,7.33,10.0,10.0,10.0,7.17,81.5,1600.0
925,Mexico,4,Mexico,4,Washed / Wet,0,7.42,7.25,7.17,7.42,7.17,8.0,10.0,10.0,10.0,7.08,81.5,1100.0
926,Mexico,4,Mexico,4,Semi-washed / Semi-pulped,3,7.33,7.5,7.33,7.33,7.33,7.42,10.0,10.0,10.0,7.25,81.5,1000.0
927,Mexico,4,Mexico,4,Washed / Wet,0,7.42,7.42,7.33,7.17,7.25,7.42,10.0,10.0,10.0,7.5,81.5,1250.0
928,Mexico,4,Mexico,4,Natural / Dry,1,7.5,7.5,7.25,7.5,7.42,7.58,9.33,10.0,10.0,7.42,81.5,1100.0
929,Indonesia,14,Asia,2,Washed / Wet,0,7.75,7.17,7.17,7.33,7.58,7.33,10.0,10.0,10.0,7.17,81.5,1400.0
930,Brazil,5,South America,3,Semi-washed / Semi-pulped,3,7.5,7.42,7.17,7.42,7.5,7.33,10.0,10.0,10.0,7.17,81.5,125.0
934,Mexico,4,Mexico,4,Washed / Wet,0,7.58,7.33,7.08,7.33,7.5,7.33,10.0,10.0,10.0,7.25,81.42,1100.0
935,Guatemala,11,Central America,1,Washed / Wet,0,7.42,7.33,7.08,7.58,7.33,7.25,10.0,10.0,10.0,7.42,81.42,1371.6
936,Brazil,5,South America,3,Natural / Dry,1,7.33,7.5,7.5,7.33,6.83,7.42,10.0,10.0,10.0,7.5,81.42,1100.0
937,Honduras,16,Central America,1,Washed / Wet,0,7.5,7.33,7.17,7.25,7.5,7.42,10.0,10.0,10.0,7.25,81.42,1400.0
938,Taiwan,7,Asia,2,Washed / Wet,0,7.83,7.75,7.42,7.17,7.08,7.08,10.0,10.0,10.0,7.08,81.42,110.0
939,Malawi,26,Africa,0,Washed / Wet,0,7.58,7.17,7.33,7.42,7.08,7.42,10.0,10.0,10.0,7.42,81.42,1422.0
940,Brazil,5,South America,3,Natural / Dry,1,7.25,7.5,7.42,7.17,7.33,7.33,10.0,10.0,10.0,7.42,81.42,1100.0
941,Guatemala,11,Central America,1,Washed / Wet,0,7.42,7.5,7.17,7.42,7.42,7.42,10.0,10.0,10.0,7.08,81.42,1550.0
942,Mexico,4,Mexico,4,Washed / Wet,0,7.67,7.33,7.25,7.17,7.25,7.42,10.0,10.0,10.0,7.33,81.42,1550.0
944,Guatemala,11,Central America,1,Washed / Wet,0,7.42,7.33,7.25,7.42,7.42,7.5,10.0,10.0,10.0,7.08,81.42,1310.64
945,Mexico,4,Mexico,4,Washed / Wet,0,7.42,7.33,7.25,7.17,7.25,7.42,10.0,10.0,10.0,7.58,81.42,763.0
946,Mexico,4,Mexico,4,Washed / Wet,0,7.42,7.42,7.25,7.25,7.5,7.33,10.0,10.0,10.0,7.25,81.42,1100.0
947,Colombia,1,South America,3,Natural / Dry,1,7.5,7.42,7.25,7.17,7.17,7.75,10.0,10.0,10.0,7.17,81.42,1750.0
951,Honduras,16,Central America,1,Washed / Wet,0,7.5,7.5,7.0,7.17,7.5,7.33,10.0,10.0,10.0,7.33,81.33,1500.0
953,Brazil,5,South America,3,Natural / Dry,1,7.25,7.33,7.33,7.33,7.33,7.42,10.0,10.0,10.0,7.33,81.33,1100.0
954,Honduras,16,Central America,1,Washed / Wet,0,7.58,7.42,7.17,7.42,7.17,7.17,10.0,10.0,10.0,7.42,81.33,1350.0
955,Brazil,5,South America,3,Other,4,7.17,7.33,7.42,7.25,7.42,7.33,10.0,10.0,10.0,7.42,81.33,1200.0
956,Philippines,24,Asia,2,Washed / Wet,0,7.08,7.33,7.42,7.33,7.33,7.5,10.0,10.0,10.0,7.33,81.33,1400.0
957,Malawi,26,Africa,0,Washed / Wet,0,7.75,7.33,7.08,7.33,7.33,7.25,10.0,10.0,10.0,7.25,81.33,1200.0
958,Honduras,16,Central America,1,Washed / Wet,0,7.33,7.33,7.17,7.33,7.5,7.33,10.0,10.0,10.0,7.33,81.33,1450.0
959,Mexico,4,Mexico,4,Washed / Wet,0,7.58,7.42,7.25,7.33,7.25,7.25,10.0,10.0,10.0,7.25,81.33,1800.0
960,Mexico,4,Mexico,4,Washed / Wet,0,7.33,7.25,7.17,7.42,7.58,7.33,10.0,10.0,10.0,7.25,81.33,1000.0
961,Brazil,5,South America,3,Natural / Dry,1,7.5,7.58,7.5,7.5,7.75,7.83,9.33,9.33,9.33,7.58,81.33,1100.0
962,Taiwan,7,Asia,2,Natural / Dry,1,7.83,7.75,7.67,7.83,7.83,7.75,9.33,10.0,10.0,5.25,81.25,680.0
963,Brazil,5,South America,3,Natural / Dry,1,7.17,7.42,7.17,7.08,6.92,8.17,10.0,10.0,10.0,7.33,81.25,1.0
964,Nicaragua,18,Central America,1,Washed / Wet,0,7.08,7.5,7.33,7.17,7.42,7.25,10.0,10.0,10.0,7.5,81.25,1100.0
965,Honduras,16,Central America,1,Washed / Wet,0,7.42,7.17,7.17,7.5,7.33,7.25,10.0,10.0,10.0,7.42,81.25,1400.0
966,Guatemala,11,Central America,1,Washed / Wet,0,7.33,7.42,7.17,7.25,7.42,7.33,10.0,10.0,10.0,7.33,81.25,1700.0
967,"Tanzania, United Republic Of",15,Africa,0,Washed / Wet,0,7.33,7.17,7.17,7.5,7.25,7.42,10.0,10.0,10.0,7.42,81.25,1700.0
968,Taiwan,7,Asia,2,Semi-washed / Semi-pulped,3,7.5,7.5,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,81.25,650.0
969,Guatemala,11,Central America,1,Washed / Wet,0,7.5,7.33,7.5,7.58,7.0,7.25,10.0,10.0,10.0,7.08,81.25,1524.0
970,Mexico,4,Mexico,4,Washed / Wet,0,7.42,7.42,7.33,7.33,7.5,7.42,9.33,10.0,10.0,7.5,81.25,1500.0
971,Nicaragua,18,Central America,1,Washed / Wet,0,7.33,7.5,7.17,7.17,7.58,7.17,10.0,10.0,10.0,7.25,81.17,1200.0
972,"Tanzania, United Republic Of",15,Africa,0,Washed / Wet,0,7.67,7.17,7.17,7.33,7.5,7.17,10.0,10.0,10.0,7.17,81.17,1050.0
973,Mexico,4,Mexico,4,Washed / Wet,0,7.75,7.58,7.08,7.25,7.08,7.25,10.0,10.0,10.0,7.17,81.17,1200.0
974,Costa Rica,3,Central America,1,Washed / Wet,0,7.5,7.5,7.33,7.17,7.08,7.17,10.0,10.0,10.0,7.42,81.17,1300.0
975,Honduras,16,Central America,1,Natural / Dry,1,7.42,7.33,7.0,7.42,7.33,7.33,10.0,10.0,10.0,7.33,81.17,1450.0
976,Thailand,9,Asia,2,Washed / Wet,0,6.83,7.42,7.42,7.17,7.5,7.42,10.0,10.0,10.0,7.42,81.17,1450.0
977,Philippines,24,Asia,2,Natural / Dry,1,7.25,7.25,7.25,7.08,7.58,7.5,10.0,10.0,10.0,7.25,81.17,1200.0
978,"Tanzania, United Republic Of",15,Africa,0,Washed / Wet,0,7.58,7.17,7.17,7.33,7.33,7.25,10.0,10.0,10.0,7.33,81.17,1550.0
979,Malawi,26,Africa,0,Washed / Wet,0,7.58,7.25,7.33,7.08,7.33,7.33,10.0,10.0,10.0,7.25,81.17,995.0
980,Costa Rica,3,Central America,1,Washed / Wet,0,7.33,7.08,7.33,7.25,7.33,7.58,10.0,10.0,10.0,7.25,81.17,1300.0
982,Mexico,4,Mexico,4,Natural / Dry,1,7.42,7.25,7.08,7.75,7.42,7.17,10.0,10.0,10.0,7.08,81.17,1800.0
983,Guatemala,11,Central America,1,Washed / Wet,0,7.42,7.25,7.33,7.25,7.25,7.42,10.0,10.0,10.0,7.25,81.17,1450.0
984,Brazil,5,South America,3,Natural / Dry,1,7.42,7.33,7.25,7.42,7.5,7.17,10.0,10.0,10.0,7.08,81.17,1000.0
987,Brazil,5,South America,3,Natural / Dry,1,7.58,7.42,7.5,7.25,7.75,7.58,9.33,10.0,9.33,7.33,81.08,695.0
988,Nicaragua,18,Central America,1,Washed / Wet,0,7.33,7.33,7.33,7.42,7.33,7.33,10.0,10.0,10.0,7.0,81.08,1100.0
989,Guatemala,11,Central America,1,Natural / Dry,1,7.42,7.17,7.33,7.42,7.25,7.33,10.0,10.0,10.0,7.17,81.08,1706.88
990,"Tanzania, United Republic Of",15,Africa,0,Washed / Wet,0,7.42,7.33,7.33,7.25,7.25,7.33,10.0,10.0,10.0,7.17,81.08,1456.0
991,Costa Rica,3,Central America,1,Washed / Wet,0,7.42,7.25,7.17,7.25,7.25,7.58,10.0,10.0,10.0,7.17,81.08,1500.0
992,United States (Puerto Rico),20,Central America,1,Washed / Wet,0,7.67,7.75,7.67,7.58,7.58,7.67,6.67,10.0,10.0,8.5,81.08,853.44
993,Mexico,4,Mexico,4,Washed / Wet,0,7.25,7.42,7.33,7.33,7.17,7.33,10.0,10.0,10.0,7.25,81.08,1650.0
994,Mexico,4,Mexico,4,Washed / Wet,0,7.33,7.25,7.33,7.42,7.25,7.42,10.0,10.0,10.0,7.08,81.08,1300.0
995,Mexico,4,Mexico,4,Washed / Wet,0,7.33,7.33,7.25,7.42,7.25,7.25,10.0,10.0,10.0,7.25,81.08,1642.0
996,Mexico,4,Mexico,4,Washed / Wet,0,7.42,7.33,7.25,7.42,7.17,7.25,10.0,10.0,10.0,7.25,81.08,1200.0
999,El Salvador,13,Central America,1,Washed / Wet,0,7.42,7.08,7.08,7.33,7.25,7.58,10.0,10.0,10.0,7.25,81.0,1450.0
1001,Guatemala,11,Central America,1,Washed / Wet,0,7.42,7.25,7.17,7.5,7.25,7.17,10.0,10.0,10.0,7.25,81.0,3280.0
1002,Colombia,1,South America,3,Washed / Wet,0,7.67,7.5,7.42,5.25,7.67,7.75,10.0,10.0,10.0,7.75,81.0,1600.0
1003,Guatemala,11,Central America,1,Washed / Wet,0,7.5,7.25,7.0,7.25,7.5,7.25,10.0,10.0,10.0,7.25,81.0,1219.2
1004,Taiwan,7,Asia,2,Washed / Wet,0,7.25,7.17,7.17,7.25,7.5,7.33,10.0,10.0,10.0,7.33,81.0,758.0
1005,Honduras,16,Central America,1,Natural / Dry,1,7.42,7.25,7.25,7.33,7.25,7.17,10.0,10.0,10.0,7.33,81.0,1350.0
1007,"Tanzania, United Republic Of",15,Africa,0,Washed / Wet,0,7.33,7.33,7.08,7.42,7.17,7.33,10.0,10.0,10.0,7.33,81.0,1525.0
1008,Uganda,6,Africa,0,Natural / Dry,1,7.33,6.92,7.17,7.33,7.42,7.42,10.0,10.0,10.0,7.42,81.0,1700.0
1009,Taiwan,7,Asia,2,Semi-washed / Semi-pulped,3,7.5,6.92,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.25,81.0,1100.0
1010,Thailand,9,Asia,2,Washed / Wet,0,7.33,7.42,7.25,7.42,7.25,7.17,10.0,10.0,10.0,7.17,81.0,800.0
1011,Mexico,4,Mexico,4,Washed / Wet,0,7.08,7.33,7.33,7.33,7.42,7.25,10.0,10.0,10.0,7.25,81.0,950.0
1012,Mexico,4,Mexico,4,Washed / Wet,0,7.58,7.67,7.5,7.67,7.58,7.5,8.0,10.0,10.0,7.5,81.0,1100.0
1013,Taiwan,7,Asia,2,Washed / Wet,0,7.33,7.17,7.25,7.33,7.33,7.25,10.0,10.0,10.0,7.25,80.92,200.0
1014,Guatemala,11,Central America,1,Washed / Wet,0,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,7.5,80.92,1901.0
1015,Kenya,8,Africa,0,Washed / Wet,0,7.17,7.58,7.5,7.5,8.0,7.75,10.0,10.0,10.0,5.42,80.92,1600.0
1016,Mexico,4,Mexico,4,Washed / Wet,0,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10.0,10.0,7.33,80.92,1100.0
1017,Myanmar,29,Asia,2,Other,4,7.17,7.42,7.0,7.58,7.33,7.0,10.0,10.0,10.0,7.42,80.92,1066.8
1019,"Tanzania, United Republic Of",15,Africa,0,Washed / Wet,0,7.33,7.17,7.17,7.25,7.42,7.33,10.0,10.0,10.0,7.25,80.92,1700.0
1020,Brazil,5,South America,3,Natural / Dry,1,7.25,7.33,7.25,7.25,7.25,7.33,10.0,10.0,10.0,7.25,80.92,1200.0
1021,Taiwan,7,Asia,2,Washed / Wet,0,7.92,7.67,7.33,7.08,7.08,7.08,10.0,10.0,10.0,6.75,80.92,550.0
1022,Brazil,5,South America,3,Natural / Dry,1,7.17,7.42,7.17,7.25,7.25,7.33,10.0,10.0,10.0,7.33,80.92,1100.0
1023,Nicaragua,18,Central America,1,Washed / Wet,0,7.33,7.08,7.25,7.0,7.5,7.42,10.0,10.0,10.0,7.33,80.92,1050.0
1024,Guatemala,11,Central America,1,Washed / Wet,0,7.58,7.42,6.92,7.5,7.25,7.17,10.0,10.0,10.0,7.08,80.92,1524.0
1025,Taiwan,7,Asia,2,Washed / Wet,0,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,80.92,900.0
1026,Taiwan,7,Asia,2,Other,4,7.25,7.17,7.08,7.08,7.08,8.08,10.0,10.0,10.0,7.17,80.92,688.0
1027,Taiwan,7,Asia,2,Washed / Wet,0,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,80.92,300.0
1028,Mexico,4,Mexico,4,Washed / Wet,0,7.58,7.33,7.08,7.5,7.17,7.25,10.0,10.0,10.0,7.0,80.92,1186.0
1030,Laos,27,Asia,2,Washed / Wet,0,7.42,7.33,7.17,7.17,7.17,7.25,10.0,10.0,10.0,7.33,80.83,1300.0
1031,Guatemala,11,Central America,1,Washed / Wet,0,7.67,7.25,7.08,7.33,7.17,7.25,10.0,10.0,10.0,7.08,80.83,1200.0
1032,Mexico,4,Mexico,4,Semi-washed / Semi-pulped,3,7.17,7.08,7.25,7.42,7.25,7.33,10.0,10.0,10.0,7.33,80.83,1210.0
1033,Mexico,4,Mexico,4,Washed / Wet,0,7.33,7.25,7.33,7.33,7.25,7.17,10.0,10.0,10.0,7.17,80.83,1100.0
1034,Mexico,4,Mexico,4,Washed / Wet,0,7.5,7.17,7.33,7.25,7.17,7.17,10.0,10.0,10.0,7.25,80.83,100.0
1038,Myanmar,29,Asia,2,Washed / Wet,0,6.92,7.5,7.0,7.58,7.5,7.08,10.0,10.0,10.0,7.17,80.75,1269.0
1039,Guatemala,11,Central America,1,Washed / Wet,0,7.5,7.33,7.0,7.42,7.17,7.17,10.0,10.0,10.0,7.17,80.75,1706.88
1040,Nicaragua,18,Central America,1,Washed / Wet,0,7.25,7.25,7.17,7.25,7.33,7.25,10.0,10.0,10.0,7.25,80.75,1100.0
1041,Honduras,16,Central America,1,Natural / Dry,1,7.5,7.33,7.0,7.42,7.25,7.17,10.0,10.0,10.0,7.08,80.75,1450.0
1042,Panama,10,Central America,1,Other,4,7.25,7.33,7.17,7.33,7.33,7.17,10.0,10.0,10.0,7.17,80.75,1680.0
1043,Honduras,16,Central America,1,Washed / Wet,0,7.42,7.17,7.08,7.42,7.25,7.25,10.0,10.0,10.0,7.17,80.75,1350.0
1044,Honduras,16,Central America,1,Natural / Dry,1,7.25,7.33,7.08,7.5,7.25,7.33,10.0,10.0,10.0,7.0,80.75,1450.0
1045,Costa Rica,3,Central America,1,Washed / Wet,0,7.33,7.33,7.25,7.25,7.17,7.17,10.0,10.0,10.0,7.25,80.75,1300.0
1046,Mexico,4,Mexico,4,Washed / Wet,0,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10.0,7.5,80.75,1200.0
1047,Haiti,21,Central America,1,Washed / Wet,0,7.42,7.0,7.42,7.25,7.08,7.33,10.0,10.0,10.0,7.25,80.75,1000.0
1050,Indonesia,14,Asia,2,Semi-washed / Semi-pulped,3,7.58,7.42,7.0,7.67,7.5,7.5,9.33,9.33,10.0,7.33,80.67,1350.0
1051,Guatemala,11,Central America,1,Washed / Wet,0,7.67,7.42,6.83,7.17,7.42,7.17,10.0,10.0,10.0,7.0,80.67,1500.0
1052,Costa Rica,3,Central America,1,Washed / Wet,0,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10.0,10.0,8.0,80.67,185.0
1053,Malawi,26,Africa,0,Washed / Wet,0,7.5,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,7.17,80.67,995.0
1054,Mexico,4,Mexico,4,Washed / Wet,0,7.25,7.17,7.17,7.25,7.17,7.42,10.0,10.0,10.0,7.25,80.67,1200.0
1055,Colombia,1,South America,3,Natural / Dry,1,7.67,7.5,7.42,7.67,7.5,7.75,10.0,10.0,6.67,8.5,80.67,1550.0
1056,Guatemala,11,Central America,1,Washed / Wet,0,7.67,7.17,7.0,7.5,7.0,7.0,10.0,10.0,10.0,7.33,80.67,1550.0
1062,"Tanzania, United Republic Of",15,Africa,0,Washed / Wet,0,7.25,7.08,7.08,7.33,7.33,7.25,10.0,10.0,10.0,7.25,80.58,1400.0
1063,Brazil,5,South America,3,Semi-washed / Semi-pulped,3,7.42,7.25,7.33,7.0,7.08,7.25,10.0,10.0,10.0,7.25,80.58,1200.0
1064,Honduras,16,Central America,1,Washed / Wet,0,7.5,7.17,7.0,7.42,7.33,7.0,10.0,10.0,10.0,7.17,80.58,1400.0
1065,Guatemala,11,Central America,1,Natural / Dry,1,7.17,7.42,6.83,7.5,7.17,7.25,10.0,10.0,10.0,7.25,80.58,1383.792
1068,Taiwan,7,Asia,2,Natural / Dry,1,7.17,7.17,7.17,7.42,7.17,7.25,10.0,10.0,10.0,7.17,80.5,50.0
1069,Guatemala,11,Central America,1,Washed / Wet,0,7.33,7.25,7.08,7.17,7.25,7.17,10.0,10.0,10.0,7.25,80.5,1500.0
1070,Honduras,16,Central America,1,Washed / Wet,0,7.58,7.33,7.0,7.17,7.33,7.08,10.0,10.0,10.0,7.0,80.5,1650.0
1072,Brazil,5,South America,3,Semi-washed / Semi-pulped,3,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10.0,10.0,7.33,80.5,1250.0
1073,Myanmar,29,Asia,2,Washed / Wet,0,7.17,7.33,7.17,7.42,7.25,7.08,10.0,10.0,10.0,7.08,80.5,3800.0
1074,Guatemala,11,Central America,1,Washed / Wet,0,7.5,7.17,6.83,7.5,7.17,7.17,10.0,10.0,10.0,7.17,80.5,1219.2
1075,Brazil,5,South America,3,Semi-washed / Semi-pulped,3,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10.0,7.42,80.5,1250.0
1077,Guatemala,11,Central America,1,Washed / Wet,0,7.5,7.5,7.0,7.67,7.17,7.0,10.0,10.0,10.0,6.67,80.5,1859.28
1078,Mexico,4,Mexico,4,Washed / Wet,0,7.25,7.25,7.08,7.33,7.25,7.17,10.0,10.0,10.0,7.17,80.5,1450.0
1080,Taiwan,7,Asia,2,Washed / Wet,0,7.58,7.17,7.17,7.17,7.17,7.17,10.0,10.0,10.0,7.0,80.42,600.0
1081,El Salvador,13,Central America,1,Washed / Wet,0,7.33,7.17,7.08,7.08,7.33,7.17,10.0,10.0,10.0,7.25,80.42,1450.0
1082,China,2,Asia,2,Washed / Wet,0,7.25,7.08,7.25,7.17,7.33,7.17,10.0,10.0,10.0,7.17,80.42,1700.0
1083,Taiwan,7,Asia,2,Washed / Wet,0,7.25,7.25,7.17,7.25,7.25,7.25,10.0,10.0,10.0,7.0,80.42,600.0
1084,Mexico,4,Mexico,4,Washed / Wet,0,6.92,7.17,7.08,7.5,7.33,7.17,10.0,10.0,10.0,7.25,80.42,1050.0
1085,Mexico,4,Mexico,4,Washed / Wet,0,7.42,7.08,7.08,7.33,7.25,7.17,10.0,10.0,10.0,7.08,80.42,1550.0
1087,"Tanzania, United Republic Of",15,Africa,0,Washed / Wet,0,7.25,7.17,7.0,7.25,7.42,7.08,10.0,10.0,10.0,7.17,80.33,1700.0
1089,Taiwan,7,Asia,2,Other,4,7.25,7.25,7.08,7.25,7.25,7.25,10.0,10.0,10.0,7.0,80.33,600.0
1090,Guatemala,11,Central America,1,Washed / Wet,0,7.33,7.33,6.83,7.5,7.0,7.17,10.0,10.0,10.0,7.17,80.33,1310.64
1091,Mexico,4,Mexico,4,Semi-washed / Semi-pulped,3,7.25,7.08,7.08,7.33,7.33,7.17,10.0,10.0,10.0,7.08,80.33,940.0
1094,Brazil,5,South America,3,Natural / Dry,1,7.17,7.33,7.42,7.08,7.0,7.0,10.0,10.0,10.0,7.25,80.25,995.0
1095,Honduras,16,Central America,1,Natural / Dry,1,7.25,7.25,7.0,7.0,7.42,7.0,10.0,10.0,10.0,7.33,80.25,1400.0
1096,Mexico,4,Mexico,4,Washed / Wet,0,7.25,7.17,7.0,7.33,7.33,7.0,10.0,10.0,10.0,7.17,80.25,1600.0
1097,Myanmar,29,Asia,2,Natural / Dry,1,8.0,7.08,7.0,7.33,7.08,6.92,10.0,10.0,10.0,6.83,80.25,914.4
1098,Myanmar,29,Asia,2,Natural / Dry,1,7.42,7.0,7.08,7.0,7.17,7.33,10.0,10.0,10.0,7.25,80.25,1269.0
1099,Nicaragua,18,Central America,1,Washed / Wet,0,7.08,6.92,7.0,7.25,7.5,7.25,10.0,10.0,10.0,7.25,80.25,900.0
1102,Taiwan,7,Asia,2,Semi-washed / Semi-pulped,3,7.25,7.08,7.25,7.25,7.17,7.25,10.0,10.0,10.0,7.0,80.25,700.0
1103,Guatemala,11,Central America,1,Washed / Wet,0,7.0,7.17,7.33,7.33,7.0,7.17,10.0,10.0,10.0,7.25,80.25,1400.0
1104,Mexico,4,Mexico,4,Washed / Wet,0,7.58,7.33,7.17,7.25,6.75,7.0,10.0,10.0,10.0,7.17,80.25,808.0
1105,Vietnam,23,Asia,2,Other,4,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10.0,10.0,7.25,80.17,1550.0
1106,Nicaragua,18,Central America,1,Washed / Wet,0,7.17,7.08,7.08,7.33,7.25,7.08,10.0,10.0,10.0,7.17,80.17,1187.5
1107,Honduras,16,Central America,1,Washed / Wet,0,7.25,7.25,7.0,7.17,7.08,7.08,10.0,10.0,10.0,7.33,80.17,1400.0
1108,Guatemala,11,Central America,1,Washed / Wet,0,7.33,7.33,7.0,7.17,7.17,7.17,10.0,10.0,10.0,7.0,80.17,1310.64
1109,Mexico,4,Mexico,4,Washed / Wet,0,7.33,7.08,6.92,7.42,7.25,7.08,10.0,10.0,10.0,7.08,80.17,1250.0
1110,Mexico,4,Mexico,4,Washed / Wet,0,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10.0,10.0,7.42,80.17,1550.0
1111,Mexico,4,Mexico,4,Washed / Wet,0,7.33,7.33,7.17,7.08,7.25,7.0,10.0,10.0,10.0,7.0,80.17,1000.0
1112,Guatemala,11,Central America,1,Washed / Wet,0,7.33,7.33,7.0,7.33,7.0,7.0,10.0,10.0,10.0,7.17,80.17,1310.64
1114,Brazil,5,South America,3,Pulped natural / honey,2,7.17,7.17,7.0,7.17,7.25,7.25,10.0,10.0,10.0,7.08,80.08,1100.0
1115,Taiwan,7,Asia,2,Washed / Wet,0,7.42,7.25,7.25,7.17,7.0,7.0,10.0,10.0,10.0,7.0,80.08,850.0
1117,Taiwan,7,Asia,2,Other,4,7.25,7.25,7.25,7.25,7.08,7.0,10.0,10.0,10.0,7.0,80.08,200.0
1118,Taiwan,7,Asia,2,Washed / Wet,0,7.25,7.25,7.25,7.0,7.25,7.08,10.0,10.0,10.0,7.0,80.08,150.0
1119,Taiwan,7,Asia,2,Semi-washed / Semi-pulped,3,7.25,7.25,7.25,7.08,7.17,7.08,10.0,10.0,10.0,7.0,80.08,250.0
1120,Mexico,4,Mexico,4,Washed / Wet,0,7.33,7.17,7.25,7.08,7.08,7.08,10.0,10.0,10.0,7.08,80.08,1300.0
1121,Mexico,4,Mexico,4,Washed / Wet,0,7.25,7.08,7.0,7.17,7.33,7.17,10.0,10.0,10.0,7.08,80.08,1300.0
1122,Nicaragua,18,Central America,1,Washed / Wet,0,7.33,7.08,6.92,7.08,7.42,7.17,10.0,10.0,10.0,7.0,80.0,1250.0
1123,Myanmar,29,Asia,2,Washed / Wet,0,7.17,7.33,7.0,7.42,7.17,7.0,10.0,10.0,10.0,6.92,80.0,1068.0
1124,Mexico,4,Mexico,4,Washed / Wet,0,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10.0,7.42,80.0,1400.0
1125,Taiwan,7,Asia,2,Washed / Wet,0,7.25,7.25,7.25,7.0,7.25,7.0,10.0,10.0,10.0,7.0,80.0,250.0
1126,Thailand,9,Asia,2,Washed / Wet,0,7.33,6.67,7.08,7.42,7.42,7.08,10.0,10.0,10.0,7.0,80.0,800.0
1127,Mexico,4,Mexico,4,Washed / Wet,0,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10.0,10.0,7.25,80.0,1250.0
1128,Mexico,4,Mexico,4,Washed / Wet,0,7.08,7.33,7.0,7.33,7.08,7.0,10.0,10.0,10.0,7.17,80.0,1100.0
1132,Mexico,4,Mexico,4,Washed / Wet,0,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10.0,10.0,7.17,79.92,1300.0
1133,Mexico,4,Mexico,4,Washed / Wet,0,7.17,7.17,6.92,7.25,7.33,7.08,10.0,10.0,10.0,7.0,79.92,1100.0
1134,Mexico,4,Mexico,4,Washed / Wet,0,7.5,7.17,7.0,7.17,7.25,7.08,10.0,10.0,10.0,6.75,79.92,1100.0
1135,Mexico,4,Mexico,4,Washed / Wet,0,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10.0,10.0,7.33,79.92,1100.0
1136,Mexico,4,Mexico,4,Natural / Dry,1,7.33,7.25,7.0,7.42,7.17,7.17,9.33,10.0,10.0,7.25,79.92,1250.0
1137,Mexico,4,Mexico,4,Washed / Wet,0,7.17,7.33,7.08,7.58,7.33,7.08,10.0,9.33,10.0,7.0,79.92,1250.0
1139,Kenya,8,Africa,0,Washed / Wet,0,7.0,7.08,7.0,7.17,7.25,7.25,10.0,10.0,10.0,7.08,79.83,1500.0
